Trade_ID,Descr,Asset,FirstDate,LastDate,TradeEntry,TradeExit,USD_Notional,Num_Lots,Total PnL
cfccd1b4da_US1Com_1,US LONG BOND(CBT),US1 Comdty,1999-06-24,1999-06-25,30.34375,29.84375,18915000.0,624.0,-260000.0
cfccd1b4da_NQ1Ind_1,NASDAQ 100 E-MINI,NQ1 Index,1999-07-07,1999-07-09,4671.5,4698.5,0.0,0.0,0.0
cfccd1b4da_US1Com_2,US LONG BOND(CBT),US1 Comdty,1999-07-08,1999-07-09,31.34375,32.21875,0.0,0.0,0.0
cfccd1b4da_NQ1Ind_2,NASDAQ 100 E-MINI,NQ1 Index,1999-07-20,1999-07-26,4755.0,4617.5,0.0,0.0,-535340.0
cfccd1b4da_US1Com_3,US LONG BOND(CBT),US1 Comdty,1999-07-26,1999-07-27,31.8125,31.8125,0.0,0.0,0.0
cfccd1b4da_US1Com_4,US LONG BOND(CBT),US1 Comdty,1999-07-30,1999-08-02,31.5625,31.21875,0.0,0.0,0.0
cfccd1b4da_US1Com_5,US LONG BOND(CBT),US1 Comdty,1999-08-11,1999-08-12,29.90625,30.28125,25489350.0,853.0,261750.0
cfccd1b4da_NQ1Ind_3,NASDAQ 100 E-MINI,NQ1 Index,1999-08-20,1999-08-25,4597.5,4721.5,34925800.0,380.0,958880.0
cfccd1b4da_US1Com_6,US LONG BOND(CBT),US1 Comdty,1999-08-24,1999-08-25,31.34375,31.875,24836062.5,791.0,343718.75
cfccd1b4da_NQ1Ind_4,NASDAQ 100 E-MINI,NQ1 Index,1999-08-27,1999-09-02,4731.5,4720.0,35421540.0,374.0,-94010.0
cfccd1b4da_US1Com_7,US LONG BOND(CBT),US1 Comdty,1999-09-01,1999-09-02,30.75,30.59375,19168500.0,624.0,-81406.25
cfccd1b4da_US1Com_8,US LONG BOND(CBT),US1 Comdty,1999-09-03,1999-09-07,29.84375,31.125,18576525.0,607.0,597062.5
cfccd1b4da_NQ1Ind_5,NASDAQ 100 E-MINI,NQ1 Index,1999-09-24,1999-09-28,4709.5,4727.5,30043420.0,319.0,118440.0
cfccd1b4da_US1Com_9,US LONG BOND(CBT),US1 Comdty,1999-09-30,1999-10-01,29.84375,30.6875,17960850.0,601.0,406687.5
cfccd1b4da_US1Com_10,US LONG BOND(CBT),US1 Comdty,1999-10-08,1999-10-11,29.34375,29.34375,17254125.0,588.0,0.0
